code,name,description,refreshed_at,from_date,to_date
UCB,Ucb (UCB),Stock Prices for Ucb from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,2019-02-08 17:15:34,2014-02-14,2019-02-08
UCGM,Unicredit (UCGM),Stock Prices for Unicredit from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,2014-12-12 20:29:13,2013-05-14,2013-05-14
UDIS,U10 (UDIS),Stock Prices for U10 from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2018-08-03 17:15:35,2014-02-14,2018-08-03
UFF,Union Fin France (UFF),Stock Prices for Union Fin France from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2014-02-14,2019-02-08
UG,Peugeot (UG),Stock Prices for Peugeot from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:33,2014-02-14,2019-02-08
UGBS,Peugeot Bsa 2017 (UGBS),Stock Prices for Peugeot Bsa 2017 from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2017-04-28 15:58:23,2014-04-29,2017-04-28
UGDS,Peugeot Ds (UGDS),Stock Prices for Peugeot Ds from the Euronext Stock Exchange. Currency: EUR. Market: NYSE Euronext Paris,2014-05-14 17:01:38,2014-05-02,2014-05-13
UHRNZ,Swatch Group N (UHRNZ),Stock Prices for Swatch Group N from the Euronext Stock Exchange. Currency: CHF. Market: Arca Europe,2014-12-12 20:31:09,2012-12-12,2012-12-12
UHRZ,Swatch Group (UHRZ),Stock Prices for Swatch Group from the Euronext Stock Exchange. Currency: CHF. Market: Arca Europe,2014-12-12 20:31:39,2014-02-17,2014-05-02
UKCML,Uk Commercial Pty (UKCML),Stock Prices for Uk Commercial Pty from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,2014-12-12 20:30:53,2013-08-30,2013-08-30
UL,Unibail-rodamco (UL),"Stock Prices for Unibail-rodamco from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam, Paris",2018-06-04 17:15:31,2014-02-14,2018-06-04
ULDV,Ulric De Varens (ULDV),Stock Prices for Ulric De Varens from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2017-07-07 15:58:33,2014-02-14,2017-07-05
ULEL,Ultra Electronics (ULEL),Stock Prices for Ultra Electronics from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,2014-12-12 20:30:34,2013-08-27,2013-08-27
ULVRL,Unilever Plc (ULVRL),Stock Prices for Unilever Plc from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,2014-12-12 20:30:25,2014-02-14,2014-04-23
UMI,Umicore (UMI),Stock Prices for Umicore from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,2019-02-08 17:15:34,2014-02-14,2019-02-08
UMIT,Umicore (UMIT),Stock Prices for Umicore from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,2017-10-13 15:58:33,2017-10-13,2017-10-13
UNA,Unilever Dr (UNA),Stock Prices for Unilever Dr from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,2019-02-08 17:15:35,2014-02-14,2019-02-08
UNBL,Unibel (UNBL),Stock Prices for Unibel from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2014-02-14,2019-02-05
UNCC7,Unilever Dr7cp (UNCC7),Stock Prices for Unilever Dr7cp from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,2018-04-04 17:15:42,2014-02-26,2017-10-20
UNCP6,Unilever 6% (UNCP6),Stock Prices for Unilever 6% from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,2018-04-04 17:15:42,2014-02-13,2018-04-03
UNCP7,Unilever 7% (UNCP7),Stock Prices for Unilever 7% from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,2018-04-04 17:15:42,2012-02-23,2012-02-23
UNI,U&i Learning (UNI),Stock Prices for U&i Learning from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Access Brussels,2019-02-08 17:15:34,2014-02-25,2019-02-07
UNIA,Unilever Os (UNIA),Stock Prices for Unilever Os from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,2019-02-08 17:15:34,2014-02-14,2019-02-08
UNIM,Unipol (UNIM),Stock Prices for Unipol from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,2014-12-12 20:32:56,2013-01-22,2013-01-22
UNIT4,Unit4 (UNIT4),Stock Prices for Unit4 from the Euronext Stock Exchange. Currency: EUR. Market: NYSE Euronext Amsterdam,2014-04-17 17:42:08,2014-02-14,2014-04-17
UNITB,Unitronics (UNITB),Stock Prices for Unitronics from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,2017-07-25 15:58:31,2014-02-14,2017-07-25
UNM,Univers Multimedia (UNM),Stock Prices for Univers Multimedia from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2015-05-03 16:00:06,2011-02-22,2011-02-22
UNPA,Union Pac Corp (UNPA),Stock Prices for Union Pac Corp from the Euronext Stock Exchange. Currency: USD. Market: Traded not listed Brussels,2019-02-08 17:15:35,2016-12-02,2016-12-22
UPM1VH,Upm Kymmene (UPM1VH),Stock Prices for Upm Kymmene from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,2014-12-12 20:33:50,2013-03-07,2013-03-07
URW,Unibail-rodamco-we (URW),"Stock Prices for Unibail-rodamco-we from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam, Paris",2019-02-08 17:15:35,2018-06-05,2019-02-08
USG,Usg People (USG),Stock Prices for Usg People from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,2016-07-21 15:58:32,2014-02-14,2016-07-21
UTDID,United Internet (UTDID),Stock Prices for United Internet from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,2014-12-12 20:32:44,2013-08-21,2013-08-21
UTGL,Unite Group (UTGL),Stock Prices for Unite Group from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,2014-12-12 20:29:57,2013-08-01,2013-08-01
UUL,United Utilities G (UUL),Stock Prices for United Utilities G from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,2014-12-12 20:29:39,2014-03-04,2014-03-25
VAADS,Vaa Ds 2017 (VAADS),Stock Prices for Vaa Ds 2017 from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Lisbon,2017-12-14 17:15:39,2017-12-14,2017-12-14
VAC,Pierre Vacances (VAC),Stock Prices for Pierre Vacances from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:33,2014-02-14,2019-02-08
VAF,Vaa Vista Alegre (VAF),Stock Prices for Vaa Vista Alegre from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Lisbon,2019-02-08 17:15:35,2014-02-13,2019-02-08
VAFK,Vaa-v Alegre-fusao (VAFK),Stock Prices for Vaa-v Alegre-fusao from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Lisbon,2015-02-11 17:07:55,2014-02-14,2015-02-09
VAFT,Vaa Vista Alegre (VAFT),Stock Prices for Vaa Vista Alegre from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Lisbon,2018-09-18 17:15:30,2018-09-14,2018-09-17
VALE3,Vale (VALE3),Stock Prices for Vale from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2014-02-17,2019-02-08
VALOR,2valorise (VALOR),Stock Prices for 2valorise from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,2019-01-31 17:15:26,2017-09-20,2019-01-30
VALUE,Value8 (VALUE),Stock Prices for Value8 from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,2019-02-08 17:15:35,2014-02-14,2019-02-08
VAN,Van De Velde (VAN),Stock Prices for Van De Velde from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,2019-02-08 17:15:35,2014-02-14,2019-02-08
VASTB,Vastned Retail Bel (VASTB),Stock Prices for Vastned Retail Bel from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,2019-02-08 17:15:35,2014-02-14,2019-02-08
VASTN,Vastned (VASTN),Stock Prices for Vastned from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,2019-02-08 17:15:35,2014-02-14,2019-02-08
VATNZ,Valiant Holding N (VATNZ),Stock Prices for Valiant Holding N from the Euronext Stock Exchange. Currency: CHF. Market: Arca Europe,2014-12-12 20:36:06,2012-08-06,2012-08-06
VCT,Vicat (VCT),Stock Prices for Vicat from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2014-02-14,2019-02-08
VCTL,Victrex (VCTL),Stock Prices for Victrex from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,2014-12-12 20:36:02,2013-08-28,2013-08-28
VDLO,Videlio (VDLO),Stock Prices for Videlio from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2014-04-07,2019-02-08
VECL,Vectura Group (VECL),Stock Prices for Vectura Group from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,2014-12-12 20:30:08,2013-08-21,2013-08-21
VEDL,Vedanta Resources (VEDL),Stock Prices for Vedanta Resources from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,2014-12-12 20:30:18,2013-12-16,2013-12-16
VEON,Veon (VEON),Stock Prices for Veon from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,2019-02-08 17:15:35,2017-04-04,2019-02-08
VERBS,Vergnet Bsa (VERBS),Stock Prices for Vergnet Bsa from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Growth Paris,2019-02-08 17:15:35,2018-06-21,2019-02-06
VERIZ,Verizon Comm (VERIZ),Stock Prices for Verizon Comm from the Euronext Stock Exchange. Currency: USD. Market: Traded not listed Brussels,2019-02-08 17:15:35,2012-03-05,2012-03-05
VERV,Verbund (VERV),Stock Prices for Verbund from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,2014-12-12 20:31:19,2013-03-06,2013-03-06
VET,Vet Affaires (VET),Stock Prices for Vet Affaires from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2016-09-20 15:58:29,2014-02-14,2016-06-22
VETO,Vetoquinol (VETO),Stock Prices for Vetoquinol from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2014-02-14,2019-02-08
VGP,Vgp (VGP),Stock Prices for Vgp from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,2019-02-08 17:15:35,2014-02-14,2019-02-08
VI,Viktoria Invest (VI),Stock Prices for Viktoria Invest from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2017-01-30,2019-02-08
VIA,Groupe Vial (VIA),Stock Prices for Groupe Vial from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2018-03-13 17:15:47,2014-01-31,2014-01-31
VIAD,Viadeo (VIAD),Stock Prices for Viadeo from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2017-07-17 15:58:36,2014-07-02,2016-11-10
VIDS,Viktoria Invest Ds (VIDS),Stock Prices for Viktoria Invest Ds from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2017-09-18 15:58:23,2017-09-18,2017-09-18
VIE,Veolia Environ (VIE),Stock Prices for Veolia Environ from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2014-02-14,2019-02-08
VIEM5,Veolia Enviro Jun5 (VIEM5),Stock Prices for Veolia Enviro Jun5 from the Euronext Stock Exchange. Currency: XXX. Market: Euronext Paris,2015-05-17 16:01:03,2014-06-16,2014-06-16
VIEX5,Veolia Enviro Nov5 (VIEX5),Stock Prices for Veolia Enviro Nov5 from the Euronext Stock Exchange. Currency: XXX. Market: Euronext Paris,2015-10-18 15:58:39,2014-11-13,2014-11-13
VIGV,Vienna Insurance (VIGV),Stock Prices for Vienna Insurance from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,2014-12-12 20:35:59,2010-11-04,2010-11-04
VIL,Viel Et Compagnie (VIL),Stock Prices for Viel Et Compagnie from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2014-02-14,2019-02-08
VIO,Viohalco (VIO),Stock Prices for Viohalco from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,2019-02-08 17:15:35,2014-02-14,2019-02-08
VIRP,Virbac (VIRP),Stock Prices for Virbac from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2014-02-14,2019-02-08
VISE,Viscofan (VISE),Stock Prices for Viscofan from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,2014-12-12 20:36:29,2012-10-23,2012-10-23
VIT,Vision It (VIT),"Stock Prices for Vision It from the Euronext Stock Exchange. Currency: EUR. Market: Alternext Brussels, Paris",2015-08-23 15:58:32,2014-02-14,2015-08-13
VIV,Vivendi (VIV),Stock Prices for Vivendi from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2014-02-14,2019-02-08
VIVNV,Vivendi Nv18 (VIVNV),Stock Prices for Vivendi Nv18 from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2018-04-19 17:15:57,2018-04-13,2018-04-19
VK,Vallourec (VK),Stock Prices for Vallourec from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2014-02-14,2019-02-08
VKDS,Vallourec Ds (VKDS),Stock Prices for Vallourec Ds from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2016-04-22 15:58:36,2016-04-11,2016-04-22
VLA,Valneva (VLA),Stock Prices for Valneva from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2014-02-14,2019-02-08
VLADS,Valneva Ds (VLADS),Stock Prices for Valneva Ds from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2015-01-28 17:07:46,2015-01-15,2015-01-28
VLAP,Valneva Pref (VLAP),Stock Prices for Valneva Pref from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2014-02-14,2019-02-08
VLK,V Lanschot Kempen (VLK),Stock Prices for V Lanschot Kempen from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,2019-02-08 17:15:35,2017-07-04,2019-02-08
VLTBS,Voltalia Bs (VLTBS),Stock Prices for Voltalia Bs from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2016-10-31 15:58:34,2016-10-25,2016-10-26
VLTNR,Voltalia Nr (VLTNR),Stock Prices for Voltalia Nr from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2016-07-06 15:58:25,2014-07-16,2016-06-30
VLTSA,Voltalia (VLTSA),Stock Prices for Voltalia from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2014-07-11,2019-02-08
VLV,Volvo B (VLV),Stock Prices for Volvo B from the Euronext Stock Exchange. Currency: EUR. Market: Traded not listed Brussels,2014-05-31 17:03:15,2014-02-14,2014-05-30
VMGBS,Visiomed Bsa2018-1 (VMGBS),Stock Prices for Visiomed Bsa2018-1 from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Growth Paris,2019-02-08 17:15:35,2018-03-12,2019-02-08
VMGDS,Visiomed Group Ds (VMGDS),Stock Prices for Visiomed Group Ds from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Growth Paris,2019-01-14 17:15:36,2014-06-02,2019-01-14
VMMA,Vm Materiaux (VMMA),Stock Prices for Vm Materiaux from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2015-06-30 15:59:38,2014-02-14,2015-06-30
VNC,Verenigde Ned Comp (VNC),Stock Prices for Verenigde Ned Comp from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,2018-01-09 17:16:05,2015-12-01,2018-01-09
VODL,Vodafone Group (VODL),Stock Prices for Vodafone Group from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,2014-12-12 20:34:18,2014-02-17,2014-02-21
VOEV,Voestalpine (VOEV),Stock Prices for Voestalpine from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,2014-12-12 20:36:29,2013-08-27,2013-08-27
VOLVAS,Volvo A (VOLVAS),Stock Prices for Volvo A from the Euronext Stock Exchange. Currency: SEK. Market: Arca Europe,2014-12-12 20:31:15,2012-06-07,2012-06-07
VOLVBS,Volvo B (VOLVBS),Stock Prices for Volvo B from the Euronext Stock Exchange. Currency: SEK. Market: Arca Europe,2014-12-12 20:31:37,2013-10-08,2013-10-08
VOSD,Vossloh (VOSD),Stock Prices for Vossloh from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,2014-12-12 20:32:53,2013-03-15,2013-03-15
VOW3D,Volkswagen Vorz (VOW3D),Stock Prices for Volkswagen Vorz from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,2014-12-12 20:28:53,2014-02-14,2014-05-02
VOWD,Volkswagen (VOWD),Stock Prices for Volkswagen from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,2014-12-12 20:30:30,2013-08-05,2013-08-05
VPK,Vopak (VPK),Stock Prices for Vopak from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,2019-02-08 17:15:35,2014-02-14,2019-02-08
VRAP,Vranken-pommery (VRAP),"Stock Prices for Vranken-pommery from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris, Brussels",2019-02-08 17:15:35,2014-02-14,2019-02-08
VRNL,Verneuil Finance (VRNL),Stock Prices for Verneuil Finance from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2014-02-13,2018-12-21
VTA,Volta Finance (VTA),Stock Prices for Volta Finance from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,2019-02-08 17:15:35,2014-02-14,2019-02-08
VTAST,Volta Fin St 4/83 (VTAST),Stock Prices for Volta Fin St 4/83 from the Euronext Stock Exchange. Currency: EUR. Market: NYSE Euronext Amsterdam,2014-04-08 17:45:39,2014-03-28,2014-04-07
VTX,Voluntis (VTX),Stock Prices for Voluntis from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2018-05-30,2019-02-08
VWA,Volkswagen (VWA),Stock Prices for Volkswagen from the Euronext Stock Exchange. Currency: EUR. Market: Traded not listed Brussels,2019-02-08 17:15:35,2014-02-14,2019-02-08
VWAP,Volkswagen Pref (VWAP),Stock Prices for Volkswagen Pref from the Euronext Stock Exchange. Currency: EUR. Market: Traded not listed Brussels,2019-02-08 17:15:35,2018-12-03,2019-02-01
VWSC,Vestas Wind System (VWSC),Stock Prices for Vestas Wind System from the Euronext Stock Exchange. Currency: DKK. Market: Arca Europe,2014-12-12 20:36:31,2013-02-20,2013-02-20
VXMBS,Vexim Bs (VXMBS),Stock Prices for Vexim Bs from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Growth Paris,2017-12-11 17:15:31,2014-12-10,2017-12-01
WAVE,Wavestone (WAVE),Stock Prices for Wavestone from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2019-02-08 17:15:35,2016-07-25,2019-02-08
WAVET,Wavestone (WAVET),Stock Prices for Wavestone from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,2018-09-05 17:17:45,2018-09-03,2018-09-05
WCHD,Wacker Chemie (WCHD),Stock Prices for Wacker Chemie from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,2014-12-12 20:35:35,2013-08-26,2013-08-26
WDHC,William Demant Hld (WDHC),Stock Prices for William Demant Hld from the Euronext Stock Exchange. Currency: DKK. Market: Arca Europe,2014-12-12 20:32:54,2013-03-05,2013-03-05
WDP,Wdp (WDP),"Stock Prices for Wdp from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels, Amsterdam",2019-02-08 17:15:35,2014-02-14,2019-02-08
WEB,Warehouses (WEB),Stock Prices for Warehouses from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,2019-02-08 17:15:35,2014-02-14,2019-02-08
WEBDS,Weborama Ds (WEBDS),Stock Prices for Weborama Ds from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Growth Paris,2018-11-26 17:15:36,2018-11-16,2018-11-26
WEH18,Wereldhavb(sub)c18 (WEH18),Stock Prices for Wereldhavb(sub)c18 from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,2015-02-10 17:07:57,2015-01-27,2015-02-10
WEHB,Wereldhave Belgium (WEHB),Stock Prices for Wereldhave Belgium from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,2019-02-08 17:15:35,2014-02-14,2019-02-08
WEIRL,Weir Group (WEIRL),Stock Prices for Weir Group from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,2014-12-12 20:30:14,2014-02-13,2014-02-13
WES,Wessanen (WES),Stock Prices for Wessanen from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,2019-02-08 17:15:35,2014-02-14,2019-02-08
